sample,fastq_1,fastq_2,accession,run_accession,experiment_accession,sample_accession,secondary_sample_accession,study_accession,secondary_study_accession,submission_accession,run_alias,experiment_alias,sample_alias,study_alias,library_layout,library_selection,library_source,library_strategy,library_name,instrument_model,instrument_platform,base_count,read_count,tax_id,scientific_name,sample_title,experiment_title,study_title,description,sample_description,fastq_md5,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_aspera
ERX4811186,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811186_ERR5001903_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811186_ERR5001903_2.fastq.gz,SAMEA7723452,ERR5001903,ERX4811186,SAMEA7723452,ERS5470830,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.metcalf.81.s001,qiita_ptid_8764:13114.metcalf.81.s001,qiita_sid_13114:13114.metcalf.81.s001,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.metcalf.81.s001,Illumina NovaSeq 6000,ILLUMINA,1253482296,8403482,540485,mouse skin metagenome,13114.metcalf.81.s001,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.metcalf.81.s001,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.metcalf.81.s001,10141.D.skin.body.T4.1,0c67869bd5d3f992210a872660373778;3c05d1a71d4efb5620088678c753f633,333122958;329505557,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001903/ERR5001903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001903/ERR5001903_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001903/ERR5001903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001903/ERR5001903_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5001903/ERR5001903_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5001903/ERR5001903_2.fastq.gz
ERX4811187,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811187_ERR5001904_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811187_ERR5001904_2.fastq.gz,SAMEA7723453,ERR5001904,ERX4811187,SAMEA7723453,ERS5470831,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.metcalf.81.s002,qiita_ptid_8764:13114.metcalf.81.s002,qiita_sid_13114:13114.metcalf.81.s002,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.metcalf.81.s002,Illumina NovaSeq 6000,ILLUMINA,840747883,5624686,540485,mouse skin metagenome,13114.metcalf.81.s002,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.metcalf.81.s002,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.metcalf.81.s002,10141.F.skin.body.T4.1,6ac7f5a392aeb29a144272198dfb7b3b;9e3d4b31e48a45f9f47ce8792f2acc80,229450676;227354719,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001904/ERR5001904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001904/ERR5001904_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001904/ERR5001904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001904/ERR5001904_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5001904/ERR5001904_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5001904/ERR5001904_2.fastq.gz
ERX4811188,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811188_ERR5001905_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811188_ERR5001905_2.fastq.gz,SAMEA7723454,ERR5001905,ERX4811188,SAMEA7723454,ERS5470832,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.metcalf.81.s003,qiita_ptid_8764:13114.metcalf.81.s003,qiita_sid_13114:13114.metcalf.81.s003,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.metcalf.81.s003,Illumina NovaSeq 6000,ILLUMINA,1375796423,9266918,540485,mouse skin metagenome,13114.metcalf.81.s003,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.metcalf.81.s003,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.metcalf.81.s003,10141.G.skin.body.T4.1,b1da7c423f38e1183ac7f84a38c72b0c;9053f4547622a8a23ef156502c583a31,365608057;360881353,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001905/ERR5001905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001905/ERR5001905_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001905/ERR5001905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001905/ERR5001905_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5001905/ERR5001905_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5001905/ERR5001905_2.fastq.gz
ERX4811195,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811195_ERR5001912_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811195_ERR5001912_2.fastq.gz,SAMEA7724195,ERR5001912,ERX4811195,SAMEA7724195,ERS5471572,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s001,qiita_ptid_8764:13114.myrold.5.s001,qiita_sid_13114:13114.myrold.5.s001,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s001,Illumina NovaSeq 6000,ILLUMINA,1514508702,10448328,410658,soil metagenome,13114.myrold.5.s001,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s001,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s001,soil sample 9.Myrold5.soil.1.CHDF1,ea08c356664f91ad610480b486b4a6f7;62e5402e8ce9d0e91ca07a8a9f3c149d,398582148;391899467,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001912/ERR5001912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001912/ERR5001912_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001912/ERR5001912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001912/ERR5001912_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5001912/ERR5001912_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5001912/ERR5001912_2.fastq.gz
ERX4811196,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811196_ERR5001913_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811196_ERR5001913_2.fastq.gz,SAMEA7724196,ERR5001913,ERX4811196,SAMEA7724196,ERS5471573,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s002,qiita_ptid_8764:13114.myrold.5.s002,qiita_sid_13114:13114.myrold.5.s002,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s002,Illumina NovaSeq 6000,ILLUMINA,1308065452,8768276,410658,soil metagenome,13114.myrold.5.s002,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s002,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s002,soil sample 9.Myrold5.soil.2.CHDF2,380a4e0e6dd0ea4aa62953d51fb5e899;870cff7a8264e458ee834b4dd7c6a2a5,348976029;346297376,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001913/ERR5001913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001913/ERR5001913_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001913/ERR5001913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001913/ERR5001913_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5001913/ERR5001913_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5001913/ERR5001913_2.fastq.gz
ERX4811197,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811197_ERR5001914_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811197_ERR5001914_2.fastq.gz,SAMEA7724197,ERR5001914,ERX4811197,SAMEA7724197,ERS5471574,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s003,qiita_ptid_8764:13114.myrold.5.s003,qiita_sid_13114:13114.myrold.5.s003,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s003,Illumina NovaSeq 6000,ILLUMINA,715597419,4794496,410658,soil metagenome,13114.myrold.5.s003,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s003,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s003,soil sample 9.Myrold5.soil.3.CHDF3,62c57157bda3cc3df0b576c4d0faafb9;132405bfefe281e693a5fbe3ed6c463f,191106528;189820390,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001914/ERR5001914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001914/ERR5001914_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001914/ERR5001914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001914/ERR5001914_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5001914/ERR5001914_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5001914/ERR5001914_2.fastq.gz
ERX4811198,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811198_ERR5001915_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811198_ERR5001915_2.fastq.gz,SAMEA7724198,ERR5001915,ERX4811198,SAMEA7724198,ERS5471575,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s004,qiita_ptid_8764:13114.myrold.5.s004,qiita_sid_13114:13114.myrold.5.s004,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s004,Illumina NovaSeq 6000,ILLUMINA,695497274,4647146,410658,soil metagenome,13114.myrold.5.s004,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s004,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s004,soil sample 8.Myrold5.soil.4.CHRA1,6dc88fc6cc9b17dac40d4384dbceec62;bd3232f7b4df123a8865f4b621033b11,186104999;187587092,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001915/ERR5001915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001915/ERR5001915_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001915/ERR5001915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001915/ERR5001915_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5001915/ERR5001915_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5001915/ERR5001915_2.fastq.gz
ERX4811199,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811199_ERR5001916_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811199_ERR5001916_2.fastq.gz,SAMEA7724199,ERR5001916,ERX4811199,SAMEA7724199,ERS5471576,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s005,qiita_ptid_8764:13114.myrold.5.s005,qiita_sid_13114:13114.myrold.5.s005,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s005,Illumina NovaSeq 6000,ILLUMINA,2600185179,17434974,410658,soil metagenome,13114.myrold.5.s005,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s005,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s005,soil sample 9.Myrold5.soil.5.CHRA2,a4b83cfd898ccd33d15ed15445580ed4;ec53804c41dada1ec8823092657b8d40,693420440;697995619,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001916/ERR5001916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001916/ERR5001916_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001916/ERR5001916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001916/ERR5001916_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/006/ERR5001916/ERR5001916_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/006/ERR5001916/ERR5001916_2.fastq.gz
ERX4811200,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811200_ERR5001917_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811200_ERR5001917_2.fastq.gz,SAMEA7724200,ERR5001917,ERX4811200,SAMEA7724200,ERS5471577,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s006,qiita_ptid_8764:13114.myrold.5.s006,qiita_sid_13114:13114.myrold.5.s006,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s006,Illumina NovaSeq 6000,ILLUMINA,850412547,5682032,410658,soil metagenome,13114.myrold.5.s006,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s006,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s006,soil sample 9.Myrold5.soil.6.CHRA3,8c1cf001d09a8e2bb2228cf201bffc32;494345de08f7d04b60699b41b7bd53d6,226639637;224870095,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001917/ERR5001917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001917/ERR5001917_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001917/ERR5001917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001917/ERR5001917_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/007/ERR5001917/ERR5001917_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/007/ERR5001917/ERR5001917_2.fastq.gz
ERX4811201,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811201_ERR5001918_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811201_ERR5001918_2.fastq.gz,SAMEA7724201,ERR5001918,ERX4811201,SAMEA7724201,ERS5471578,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s007,qiita_ptid_8764:13114.myrold.5.s007,qiita_sid_13114:13114.myrold.5.s007,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s007,Illumina NovaSeq 6000,ILLUMINA,271605967,1815662,410658,soil metagenome,13114.myrold.5.s007,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s007,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s007,soil sample 8.Myrold5.soil.7.HJADF1,5e049c5146185d31e619ccb6861509e5;cc1b3436b9fc639bad0126f475e0f475,73069634;73733550,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001918/ERR5001918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001918/ERR5001918_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001918/ERR5001918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001918/ERR5001918_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/008/ERR5001918/ERR5001918_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/008/ERR5001918/ERR5001918_2.fastq.gz
ERX4811202,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811202_ERR5001919_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811202_ERR5001919_2.fastq.gz,SAMEA7724202,ERR5001919,ERX4811202,SAMEA7724202,ERS5471579,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s008,qiita_ptid_8764:13114.myrold.5.s008,qiita_sid_13114:13114.myrold.5.s008,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s008,Illumina NovaSeq 6000,ILLUMINA,889911823,5949230,410658,soil metagenome,13114.myrold.5.s008,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s008,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s008,soil sample 9.Myrold5.soil.8.HJADF2,8dc7c85fc48d6522bf10605fb326490f;ac9675b0b5960f0edb7960321ad7b3fe,237319819;235294690,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5001919/ERR5001919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5001919/ERR5001919_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5001919/ERR5001919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5001919/ERR5001919_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/009/ERR5001919/ERR5001919_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/009/ERR5001919/ERR5001919_2.fastq.gz
ERX4811203,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811203_ERR5001920_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811203_ERR5001920_2.fastq.gz,SAMEA7724203,ERR5001920,ERX4811203,SAMEA7724203,ERS5471580,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s009,qiita_ptid_8764:13114.myrold.5.s009,qiita_sid_13114:13114.myrold.5.s009,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s009,Illumina NovaSeq 6000,ILLUMINA,746645278,5003088,410658,soil metagenome,13114.myrold.5.s009,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s009,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s009,soil sample 9.Myrold5.soil.9.HJADF3,f8f8144c548832b1d177ead624314bd4;49296e0b91ec1b76b5c56c05bb941703,200158875;200866240,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001920/ERR5001920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001920/ERR5001920_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001920/ERR5001920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001920/ERR5001920_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/000/ERR5001920/ERR5001920_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/000/ERR5001920/ERR5001920_2.fastq.gz
ERX4811204,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811204_ERR5001921_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811204_ERR5001921_2.fastq.gz,SAMEA7724204,ERR5001921,ERX4811204,SAMEA7724204,ERS5471581,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s010,qiita_ptid_8764:13114.myrold.5.s010,qiita_sid_13114:13114.myrold.5.s010,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s010,Illumina NovaSeq 6000,ILLUMINA,2534766206,16978024,410658,soil metagenome,13114.myrold.5.s010,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s010,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s010,soil sample 8.Myrold5.soil.10.HJARA1,6cf4bc11324296308470525d47f95839;b6628b9b1d6ec21d1299e7fab6816224,675152082;681683590,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001921/ERR5001921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001921/ERR5001921_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001921/ERR5001921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001921/ERR5001921_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/001/ERR5001921/ERR5001921_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/001/ERR5001921/ERR5001921_2.fastq.gz
ERX4811205,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811205_ERR5001922_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811205_ERR5001922_2.fastq.gz,SAMEA7724205,ERR5001922,ERX4811205,SAMEA7724205,ERS5471582,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s011,qiita_ptid_8764:13114.myrold.5.s011,qiita_sid_13114:13114.myrold.5.s011,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s011,Illumina NovaSeq 6000,ILLUMINA,1339638056,9029686,410658,soil metagenome,13114.myrold.5.s011,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s011,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s011,soil sample 8.Myrold5.soil.11.HJARA2,2bb194f67bba02c39bf3b4e206e222d2;0e23b4dcfe41751f504c0c516c139c66,356349502;353992652,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001922/ERR5001922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001922/ERR5001922_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001922/ERR5001922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001922/ERR5001922_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5001922/ERR5001922_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5001922/ERR5001922_2.fastq.gz
ERX4811206,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811206_ERR5001923_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811206_ERR5001923_2.fastq.gz,SAMEA7724206,ERR5001923,ERX4811206,SAMEA7724206,ERS5471583,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.5.s012,qiita_ptid_8764:13114.myrold.5.s012,qiita_sid_13114:13114.myrold.5.s012,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.5.s012,Illumina NovaSeq 6000,ILLUMINA,1194252562,8003830,410658,soil metagenome,13114.myrold.5.s012,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s012,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.5.s012,soil sample 8.Myrold5.soil.12.HJARA3,76208caff6d1a9aef053f8b672119e70;9eb25ed73e16016274d470ae2fc16bfa,321457362;322645768,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001923/ERR5001923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001923/ERR5001923_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001923/ERR5001923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001923/ERR5001923_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5001923/ERR5001923_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5001923/ERR5001923_2.fastq.gz
ERX4811207,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811207_ERR5001924_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4811207_ERR5001924_2.fastq.gz,SAMEA7724207,ERR5001924,ERX4811207,SAMEA7724207,ERS5471584,PRJEB42019,ERP125879,ERA3199733,qiita_ppdid_88644:13114.myrold.59.s001,qiita_ptid_8764:13114.myrold.59.s001,qiita_sid_13114:13114.myrold.59.s001,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.myrold.59.s001,Illumina NovaSeq 6000,ILLUMINA,937240743,6322084,410658,soil metagenome,13114.myrold.59.s001,Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.59.s001,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8764:13114.myrold.59.s001,soil sample 9.Myrold59.soil.1.NRCS0046,bd60fbacde8005587033abcae43661e5;fb8224566c4493115e78e776fa9e6d81,249984871;249471794,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001924/ERR5001924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001924/ERR5001924_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001924/ERR5001924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001924/ERR5001924_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5001924/ERR5001924_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5001924/ERR5001924_2.fastq.gz
